CLIENTNUM,Attrition_Flag,Attrition_Label
715398033,Existing Customer,0
711743883,Existing Customer,0
719720058,Existing Customer,0
778992108,Existing Customer,0
717539808,Existing Customer,0
714070758,Existing Customer,0
714107958,Existing Customer,0
789140283,Existing Customer,0
715550508,Existing Customer,0
719712633,Existing Customer,0
772629333,Existing Customer,0
720336708,Existing Customer,0
802013583,Existing Customer,0
711887583,Attrited Customer,1
714778833,Existing Customer,0
713843283,Existing Customer,0
779155158,Existing Customer,0
721091583,Existing Customer,0
713572683,Existing Customer,0
716657058,Existing Customer,0
779509983,Existing Customer,0
717929133,Existing Customer,0
808284783,Existing Customer,0
708476808,Existing Customer,0
710916408,Existing Customer,0
708492558,Existing Customer,0
799825758,Existing Customer,0
718619883,Existing Customer,0
711844758,Existing Customer,0
714798783,Existing Customer,0
826762908,Existing Customer,0
771894558,Existing Customer,0
721074183,Existing Customer,0
715259583,Existing Customer,0
718414008,Existing Customer,0
719666283,Existing Customer,0
714877233,Existing Customer,0
785387883,Existing Customer,0
771075258,Existing Customer,0
711318033,Existing Customer,0
783554958,Existing Customer,0
720201033,Attrited Customer,1
718039683,Existing Customer,0
710806083,Existing Customer,0
714752208,Existing Customer,0
822063408,Existing Customer,0
714490308,Existing Customer,0
713356833,Existing Customer,0
711402333,Existing Customer,0
708296883,Existing Customer,0
719154483,Existing Customer,0
717721458,Existing Customer,0
711112683,Existing Customer,0
715674483,Existing Customer,0
789322833,Attrited Customer,1
789968058,Existing Customer,0
709919283,Existing Customer,0
718744008,Existing Customer,0
767712558,Attrited Customer,1
712950783,Attrited Customer,1
716104983,Existing Customer,0
818839983,Existing Customer,0
772288758,Existing Customer,0
712350858,Existing Customer,0
711009708,Existing Customer,0
712720158,Existing Customer,0
712215258,Existing Customer,0
773827008,Existing Customer,0
795232683,Existing Customer,0
713786508,Existing Customer,0
713539833,Existing Customer,0
712454058,Existing Customer,0
718759833,Existing Customer,0
718803333,Existing Customer,0
720253908,Existing Customer,0
714133158,Existing Customer,0
713187033,Existing Customer,0
714791208,Existing Customer,0
772426383,Existing Customer,0
710975883,Existing Customer,0
714264408,Existing Customer,0
715827858,Existing Customer,0
713741358,Attrited Customer,1
709531908,Existing Customer,0
716493408,Existing Customer,0
714141108,Existing Customer,0
708953883,Attrited Customer,1
712608783,Existing Customer,0
820353558,Existing Customer,0
714964758,Existing Customer,0
716264358,Existing Customer,0
717296808,Existing Customer,0
712977183,Existing Customer,0
710829108,Existing Customer,0
779562633,Existing Customer,0
715315833,Existing Customer,0
815500983,Existing Customer,0
719360583,Existing Customer,0
709701558,Existing Customer,0
721148358,Existing Customer,0
779862408,Existing Customer,0
812627208,Existing Customer,0
711033408,Existing Customer,0
779956608,Existing Customer,0
780376683,Existing Customer,0
717912483,Existing Customer,0
714454758,Existing Customer,0
780466533,Existing Customer,0
715735233,Existing Customer,0
720476733,Existing Customer,0
715872333,Existing Customer,0
712375758,Existing Customer,0
708868233,Attrited Customer,1
718030083,Existing Customer,0
720707283,Existing Customer,0
771698658,Existing Customer,0
748326258,Existing Customer,0
770817783,Existing Customer,0
779353083,Existing Customer,0
711441333,Existing Customer,0
719808558,Attrited Customer,1
711551958,Attrited Customer,1
809164083,Existing Customer,0
820596183,Existing Customer,0
715999608,Existing Customer,0
710565408,Existing Customer,0
805543158,Existing Customer,0
709752183,Existing Customer,0
716479233,Existing Customer,0
713837058,Existing Customer,0
718876683,Existing Customer,0
770746908,Existing Customer,0
794843883,Existing Customer,0
803043933,Existing Customer,0
758076408,Existing Customer,0
714606558,Existing Customer,0
778425408,Existing Customer,0
714171108,Existing Customer,0
719662458,Existing Customer,0
713137233,Existing Customer,0
769425858,Existing Customer,0
711297483,Existing Customer,0
788900883,Existing Customer,0
758348808,Existing Customer,0
772336458,Attrited Customer,1
708711483,Existing Customer,0
717906783,Existing Customer,0
719437908,Existing Customer,0
769433508,Existing Customer,0
790096533,Existing Customer,0
720997383,Attrited Customer,1
787541883,Existing Customer,0
709930758,Existing Customer,0
789830058,Existing Customer,0
710299608,Attrited Customer,1
710741208,Existing Customer,0
821797008,Attrited Customer,1
708874533,Attrited Customer,1
715341858,Existing Customer,0
793636308,Existing Customer,0
713779908,Existing Customer,0
712125258,Attrited Customer,1
709703433,Existing Customer,0
721022433,Existing Customer,0
710103558,Existing Customer,0
715952883,Existing Customer,0
719731458,Existing Customer,0
772390908,Attrited Customer,1
787348608,Existing Customer,0
709485033,Existing Customer,0
715432608,Existing Customer,0
799471833,Existing Customer,0
714187533,Existing Customer,0
779656908,Existing Customer,0
788950158,Existing Customer,0
778867533,Attrited Customer,1
710620383,Existing Customer,0
778661358,Existing Customer,0
789483333,Existing Customer,0
809855808,Existing Customer,0
718464258,Existing Customer,0
708528483,Existing Customer,0
771809733,Attrited Customer,1
719942883,Existing Customer,0
807226683,Existing Customer,0
717806133,Existing Customer,0
720615708,Existing Customer,0
714511758,Existing Customer,0
715050408,Existing Customer,0
721132233,Existing Customer,0
719211558,Attrited Customer,1
712069008,Existing Customer,0
715996983,Existing Customer,0
773466258,Existing Customer,0
798983508,Existing Customer,0
719117433,Existing Customer,0
716451183,Existing Customer,0
718621608,Attrited Customer,1
715085733,Existing Customer,0
788977833,Existing Customer,0
720272958,Attrited Customer,1
708421833,Existing Customer,0
709173108,Attrited Customer,1
709879458,Existing Customer,0
715120608,Existing Customer,0
770632758,Existing Customer,0
779078733,Existing Customer,0
771742533,Existing Customer,0
720250158,Existing Customer,0
716458983,Existing Customer,0
713747733,Existing Customer,0
712270158,Existing Customer,0
789562383,Existing Customer,0
754897008,Existing Customer,0
819700533,Existing Customer,0
712890408,Existing Customer,0
720248208,Existing Customer,0
779749908,Existing Customer,0
717401883,Existing Customer,0
721509558,Existing Customer,0
710572458,Existing Customer,0
714576183,Existing Customer,0
721425558,Existing Customer,0
711109908,Existing Customer,0
715203108,Existing Customer,0
710027508,Existing Customer,0
787464408,Existing Customer,0
783542133,Existing Customer,0
708330858,Attrited Customer,1
714426783,Existing Customer,0
712701333,Existing Customer,0
709494483,Existing Customer,0
773373108,Existing Customer,0
715812258,Existing Customer,0
778286433,Existing Customer,0
789270033,Existing Customer,0
711569433,Existing Customer,0
720214833,Existing Customer,0
709346133,Existing Customer,0
788194458,Existing Customer,0
720779733,Existing Customer,0
717424458,Existing Customer,0
708820308,Existing Customer,0
710558058,Existing Customer,0
770590758,Existing Customer,0
718490658,Existing Customer,0
711985833,Existing Customer,0
708967608,Existing Customer,0
718505958,Existing Customer,0
715024233,Existing Customer,0
779249583,Existing Customer,0
709278258,Attrited Customer,1
778928283,Existing Customer,0
712299858,Existing Customer,0
799224108,Existing Customer,0
809976033,Existing Customer,0
716203308,Existing Customer,0
714871683,Attrited Customer,1
716139933,Existing Customer,0
716984658,Existing Customer,0
713086008,Existing Customer,0
713773458,Existing Customer,0
719242533,Existing Customer,0
772712658,Existing Customer,0
788868858,Existing Customer,0
811898133,Existing Customer,0
788808633,Existing Customer,0
779804208,Existing Customer,0
781391058,Existing Customer,0
790134408,Existing Customer,0
788853258,Existing Customer,0
711857733,Existing Customer,0
822969858,Existing Customer,0
719554758,Existing Customer,0
711643458,Existing Customer,0
788830683,Existing Customer,0
807030858,Existing Customer,0
793059108,Existing Customer,0
716568708,Existing Customer,0
828281733,Existing Customer,0
717229158,Existing Customer,0
715915458,Existing Customer,0
819129858,Existing Customer,0
713441958,Existing Customer,0
719091333,Existing Customer,0
708666258,Existing Customer,0
714914583,Existing Customer,0
714363858,Existing Customer,0
721347408,Existing Customer,0
809608533,Existing Customer,0
772047183,Existing Customer,0
714217908,Existing Customer,0
714819183,Existing Customer,0
716455683,Existing Customer,0
710865633,Existing Customer,0
752952108,Existing Customer,0
712595433,Existing Customer,0
714982383,Existing Customer,0
813814008,Existing Customer,0
794545983,Existing Customer,0
708288108,Attrited Customer,1
715585158,Existing Customer,0
810449883,Existing Customer,0
789863208,Existing Customer,0
715022133,Existing Customer,0
712506708,Existing Customer,0
715699983,Existing Customer,0
818942433,Existing Customer,0
712459233,Existing Customer,0
716545383,Existing Customer,0
721144383,Existing Customer,0
821837958,Existing Customer,0
804359133,Existing Customer,0
713308683,Existing Customer,0
788780958,Existing Customer,0
717354558,Attrited Customer,1
798473808,Existing Customer,0
712372158,Existing Customer,0
715192308,Existing Customer,0
708813033,Existing Customer,0
714639783,Attrited Customer,1
709311633,Existing Customer,0
709470858,Existing Customer,0
717292758,Existing Customer,0
779241783,Existing Customer,0
715205358,Existing Customer,0
778871508,Existing Customer,0
779462433,Existing Customer,0
710147958,Existing Customer,0
709864833,Existing Customer,0
778868958,Attrited Customer,1
717276708,Existing Customer,0
710004933,Existing Customer,0
753606108,Existing Customer,0
710940183,Attrited Customer,1
718927533,Existing Customer,0
719337408,Existing Customer,0
772308408,Existing Customer,0
712981383,Existing Customer,0
790099758,Existing Customer,0
709547658,Attrited Customer,1
778770783,Existing Customer,0
713134458,Existing Customer,0
712159083,Attrited Customer,1
713639958,Existing Customer,0
771180033,Existing Customer,0
717916758,Existing Customer,0
711089733,Existing Customer,0
716988633,Existing Customer,0
779031033,Existing Customer,0
716302383,Existing Customer,0
718281408,Existing Customer,0
721333233,Existing Customer,0
794496033,Existing Customer,0
710519433,Existing Customer,0
814995933,Existing Customer,0
721469433,Existing Customer,0
788386908,Existing Customer,0
717198633,Existing Customer,0
767695083,Existing Customer,0
711791583,Attrited Customer,1
712315683,Attrited Customer,1
710038008,Existing Customer,0
789129033,Existing Customer,0
718349058,Existing Customer,0
789842283,Attrited Customer,1
714513033,Existing Customer,0
714717483,Existing Customer,0
714900408,Existing Customer,0
719418933,Attrited Customer,1
720115683,Existing Customer,0
779504058,Existing Customer,0
795979833,Existing Customer,0
717392358,Existing Customer,0
718640508,Existing Customer,0
803366358,Existing Customer,0
709230708,Existing Customer,0
781794708,Attrited Customer,1
801383808,Existing Customer,0
710677608,Existing Customer,0
708217758,Existing Customer,0
714272658,Attrited Customer,1
717469158,Existing Customer,0
711864783,Existing Customer,0
719407983,Existing Customer,0
710665533,Existing Customer,0
716804283,Existing Customer,0
767294658,Attrited Customer,1
709122483,Existing Customer,0
708241233,Attrited Customer,1
717860358,Existing Customer,0
789337233,Existing Customer,0
720902133,Existing Customer,0
721043058,Existing Customer,0
711870333,Existing Customer,0
708398283,Existing Customer,0
715878183,Existing Customer,0
719451483,Existing Customer,0
709110633,Existing Customer,0
721059033,Existing Customer,0
779912283,Existing Customer,0
717701733,Existing Customer,0
709913733,Existing Customer,0
718768158,Existing Customer,0
721375308,Existing Customer,0
711374283,Existing Customer,0
822893133,Existing Customer,0
778465533,Existing Customer,0
712138983,Existing Customer,0
716920908,Existing Customer,0
708095133,Existing Customer,0
711195558,Existing Customer,0
772735758,Existing Customer,0
712024908,Existing Customer,0
778239933,Existing Customer,0
714893733,Existing Customer,0
754886958,Existing Customer,0
710104908,Existing Customer,0
710558883,Existing Customer,0
713827383,Existing Customer,0
720267033,Existing Customer,0
712049208,Existing Customer,0
708688608,Existing Customer,0
716223708,Attrited Customer,1
713217858,Existing Customer,0
819352983,Existing Customer,0
711019308,Existing Customer,0
768600558,Existing Customer,0
710202783,Existing Customer,0
712899333,Existing Customer,0
767036433,Existing Customer,0
793473033,Existing Customer,0
721232058,Existing Customer,0
719443683,Attrited Customer,1
715449333,Existing Customer,0
717998058,Existing Customer,0
779610033,Attrited Customer,1
827332983,Existing Customer,0
721183983,Existing Customer,0
718426533,Existing Customer,0
710698233,Existing Customer,0
780253533,Existing Customer,0
793581933,Existing Customer,0
719229708,Existing Customer,0
715158483,Existing Customer,0
809296308,Existing Customer,0
778176108,Existing Customer,0
796532958,Existing Customer,0
709345008,Attrited Customer,1
717049533,Existing Customer,0
719366358,Existing Customer,0
721417233,Attrited Customer,1
711622683,Existing Customer,0
714578283,Existing Customer,0
769574883,Existing Customer,0
717643608,Existing Customer,0
709198158,Existing Customer,0
712419708,Existing Customer,0
709103358,Existing Customer,0
716966808,Existing Customer,0
772264383,Existing Customer,0
721057758,Existing Customer,0
769137108,Attrited Customer,1
717640083,Attrited Customer,1
716445783,Existing Customer,0
708579633,Existing Customer,0
718715583,Existing Customer,0
778686408,Existing Customer,0
715015683,Existing Customer,0
805254708,Existing Customer,0
710462433,Existing Customer,0
721342383,Existing Customer,0
720179883,Existing Customer,0
794977533,Attrited Customer,1
779445108,Existing Customer,0
718193958,Existing Customer,0
710955633,Existing Customer,0
716149383,Existing Customer,0
752604633,Attrited Customer,1
713889933,Existing Customer,0
709446783,Existing Customer,0
789115833,Existing Customer,0
711242058,Attrited Customer,1
787623858,Existing Customer,0
709040508,Existing Customer,0
708864708,Existing Customer,0
717758583,Existing Customer,0
715416633,Existing Customer,0
717956283,Existing Customer,0
721379433,Existing Customer,0
712027683,Existing Customer,0
716027208,Existing Customer,0
720475233,Existing Customer,0
712275108,Existing Customer,0
718121658,Attrited Customer,1
711593808,Attrited Customer,1
716222808,Existing Customer,0
718731183,Attrited Customer,1
788779008,Existing Customer,0
710404533,Existing Customer,0
711173058,Existing Customer,0
715383108,Existing Customer,0
711697158,Existing Customer,0
709186983,Existing Customer,0
808964433,Existing Customer,0
711948333,Existing Customer,0
710541858,Existing Customer,0
713865333,Attrited Customer,1
797707008,Attrited Customer,1
713490483,Existing Customer,0
720370533,Attrited Customer,1
779743908,Existing Customer,0
718675158,Attrited Customer,1
710784333,Existing Customer,0
816596583,Existing Customer,0
717517758,Existing Customer,0
712880283,Existing Customer,0
753226158,Existing Customer,0
720605808,Attrited Customer,1
758317233,Existing Customer,0
711028308,Existing Customer,0
814852533,Existing Customer,0
711526533,Existing Customer,0
804403908,Existing Customer,0
716999883,Existing Customer,0
716452083,Existing Customer,0
787599258,Existing Customer,0
714495258,Existing Customer,0
717713283,Existing Customer,0
789317883,Existing Customer,0
714500883,Existing Customer,0
789467508,Existing Customer,0
710317758,Existing Customer,0
711231558,Existing Customer,0
716829483,Existing Customer,0
779713608,Existing Customer,0
711628458,Existing Customer,0
718943508,Existing Customer,0
770724558,Attrited Customer,1
783561558,Existing Customer,0
719309958,Attrited Customer,1
788785083,Existing Customer,0
780481308,Existing Customer,0
711757383,Existing Customer,0
787550808,Existing Customer,0
779863533,Existing Customer,0
714529233,Existing Customer,0
708177333,Existing Customer,0
812019933,Existing Customer,0
708557358,Existing Customer,0
713580633,Existing Customer,0
711466533,Existing Customer,0
802276683,Existing Customer,0
780913308,Existing Customer,0
808897683,Attrited Customer,1
719428308,Existing Customer,0
713010483,Existing Customer,0
717006333,Existing Customer,0
787621158,Existing Customer,0
716924058,Existing Customer,0
720916683,Existing Customer,0
720923658,Existing Customer,0
712710708,Existing Customer,0
718939083,Attrited Customer,1
779519058,Existing Customer,0
719085933,Existing Customer,0
715124958,Existing Customer,0
712979133,Attrited Customer,1
712006308,Existing Customer,0
710801133,Existing Customer,0
712490283,Existing Customer,0
720071583,Attrited Customer,1
717958833,Existing Customer,0
812420358,Attrited Customer,1
712370208,Existing Customer,0
715940358,Existing Customer,0
715041333,Existing Customer,0
712797258,Existing Customer,0
769170558,Existing Customer,0
715884858,Existing Customer,0
796343058,Existing Customer,0
783910008,Existing Customer,0
718888308,Existing Customer,0
785114808,Existing Customer,0
709852908,Existing Customer,0
823528833,Existing Customer,0
719679858,Existing Customer,0
827108583,Existing Customer,0
787833333,Existing Customer,0
719781183,Existing Customer,0
710429358,Existing Customer,0
798792408,Attrited Customer,1
710280558,Existing Customer,0
809825358,Existing Customer,0
714451833,Existing Customer,0
713943783,Existing Customer,0
710706558,Existing Customer,0
713620308,Existing Customer,0
813453408,Existing Customer,0
818248383,Existing Customer,0
780106908,Existing Customer,0
708938508,Existing Customer,0
709671708,Existing Customer,0
711204483,Attrited Customer,1
801728658,Existing Customer,0
713945883,Attrited Customer,1
779558733,Existing Customer,0
788370258,Existing Customer,0
714927333,Existing Customer,0
710383158,Existing Customer,0
798007308,Existing Customer,0
711768858,Existing Customer,0
714888633,Existing Customer,0
712650333,Existing Customer,0
719945433,Existing Customer,0
720310458,Existing Customer,0
718344033,Existing Customer,0
715442958,Existing Customer,0
780326883,Existing Customer,0
711157833,Existing Customer,0
719704308,Existing Customer,0
708772308,Existing Customer,0
817663908,Existing Customer,0
780054258,Existing Customer,0
709990983,Existing Customer,0
818045958,Existing Customer,0
716380683,Existing Customer,0
787480158,Existing Customer,0
778461408,Existing Customer,0
713861733,Existing Customer,0
789291633,Existing Customer,0
789513858,Attrited Customer,1
778357458,Existing Customer,0
718325883,Existing Customer,0
720344658,Existing Customer,0
809292483,Existing Customer,0
779791008,Existing Customer,0
779557533,Existing Customer,0
795904233,Existing Customer,0
710573808,Existing Customer,0
717418158,Existing Customer,0
771963708,Attrited Customer,1
712433508,Attrited Customer,1
779320983,Existing Customer,0
718093233,Existing Customer,0
719459358,Existing Customer,0
717728808,Existing Customer,0
788701608,Existing Customer,0
778506633,Attrited Customer,1
719989008,Existing Customer,0
791839233,Existing Customer,0
716918508,Existing Customer,0
717321783,Existing Customer,0
799000008,Existing Customer,0
721517208,Existing Customer,0
719068683,Existing Customer,0
709120008,Existing Customer,0
709117533,Existing Customer,0
816594183,Existing Customer,0
789485433,Existing Customer,0
712881483,Existing Customer,0
712689333,Existing Customer,0
771492408,Existing Customer,0
711668283,Existing Customer,0
772684833,Existing Customer,0
712960308,Existing Customer,0
713530833,Attrited Customer,1
756065433,Existing Customer,0
710997183,Existing Customer,0
711146358,Existing Customer,0
716144058,Existing Customer,0
778699908,Attrited Customer,1
713571258,Existing Customer,0
711676908,Existing Customer,0
719315508,Existing Customer,0
778623858,Existing Customer,0
714665733,Existing Customer,0
816089433,Existing Customer,0
716991933,Attrited Customer,1
714534108,Existing Customer,0
787456608,Existing Customer,0
717090183,Existing Customer,0
772782708,Existing Customer,0
710722908,Existing Customer,0
795155433,Existing Customer,0
715271733,Existing Customer,0
771706308,Existing Customer,0
713989233,Existing Customer,0
780198258,Existing Customer,0
802002858,Attrited Customer,1
716290233,Existing Customer,0
828298908,Existing Customer,0
788946783,Existing Customer,0
720697908,Existing Customer,0
780598383,Existing Customer,0
715345833,Existing Customer,0
710831133,Existing Customer,0
766706358,Existing Customer,0
816533733,Existing Customer,0
712373208,Attrited Customer,1
721433283,Existing Customer,0
720680058,Existing Customer,0
716909283,Existing Customer,0
754654383,Existing Customer,0
719226333,Existing Customer,0
779759058,Existing Customer,0
718206783,Existing Customer,0
715783758,Existing Customer,0
771190083,Existing Customer,0
713135883,Existing Customer,0
778799583,Existing Customer,0
808796208,Existing Customer,0
708313608,Existing Customer,0
779330208,Existing Customer,0
794498733,Existing Customer,0
807964908,Existing Customer,0
823845783,Existing Customer,0
711748983,Existing Customer,0
718064283,Existing Customer,0
710492733,Existing Customer,0
779016408,Existing Customer,0
717787533,Existing Customer,0
714851058,Existing Customer,0
823535133,Existing Customer,0
708455883,Attrited Customer,1
780095808,Existing Customer,0
709207458,Existing Customer,0
763895958,Attrited Customer,1
715942683,Existing Customer,0
721301733,Existing Customer,0
711927108,Attrited Customer,1
718083483,Existing Customer,0
717548358,Existing Customer,0
816829608,Existing Customer,0
713936583,Existing Customer,0
709682658,Existing Customer,0
793889508,Existing Customer,0
714648933,Existing Customer,0
711556533,Existing Customer,0
717420333,Existing Customer,0
768921933,Existing Customer,0
714311583,Existing Customer,0
717707133,Existing Customer,0
716043258,Existing Customer,0
716343408,Existing Customer,0
718909158,Existing Customer,0
719471433,Existing Customer,0
712763808,Existing Customer,0
711147483,Attrited Customer,1
719788833,Existing Customer,0
715168983,Existing Customer,0
714306258,Existing Customer,0
713828208,Existing Customer,0
710574558,Existing Customer,0
710947683,Existing Customer,0
711113958,Existing Customer,0
718923858,Existing Customer,0
752666508,Existing Customer,0
712672083,Existing Customer,0
719863758,Existing Customer,0
720990183,Attrited Customer,1
720718908,Existing Customer,0
721250358,Existing Customer,0
779773533,Existing Customer,0
708249708,Existing Customer,0
713967783,Existing Customer,0
779506158,Existing Customer,0
759823158,Existing Customer,0
716608608,Attrited Customer,1
789528183,Existing Customer,0
708895158,Existing Customer,0
824805858,Existing Customer,0
720840108,Existing Customer,0
787595658,Existing Customer,0
720244983,Existing Customer,0
713220258,Existing Customer,0
813469458,Existing Customer,0
788939358,Existing Customer,0
718870158,Existing Customer,0
788673708,Attrited Customer,1
711809283,Existing Customer,0
816513108,Existing Customer,0
718594608,Existing Customer,0
823606983,Existing Customer,0
717028158,Existing Customer,0
788485908,Existing Customer,0
714472608,Existing Customer,0
710793783,Existing Customer,0
794340033,Existing Customer,0
716462658,Existing Customer,0
718050033,Existing Customer,0
714023808,Existing Customer,0
716341833,Existing Customer,0
719648358,Existing Customer,0
816600933,Attrited Customer,1
714208533,Attrited Customer,1
713095533,Existing Customer,0
809967783,Existing Customer,0
715848408,Existing Customer,0
714414483,Existing Customer,0
708655983,Existing Customer,0
720426708,Attrited Customer,1
713743158,Existing Customer,0
721279083,Existing Customer,0
779149683,Existing Customer,0
714970458,Existing Customer,0
719070108,Existing Customer,0
715490733,Existing Customer,0
714989583,Existing Customer,0
820355433,Existing Customer,0
715901508,Existing Customer,0
710370483,Existing Customer,0
778573233,Existing Customer,0
708833133,Existing Customer,0
719885883,Existing Customer,0
712523283,Existing Customer,0
711309033,Existing Customer,0
708134283,Existing Customer,0
720147633,Existing Customer,0
708983658,Attrited Customer,1
766285608,Existing Customer,0
779715108,Existing Customer,0
798035358,Existing Customer,0
719391783,Existing Customer,0
809342208,Existing Customer,0
780713058,Existing Customer,0
779338683,Existing Customer,0
783387783,Existing Customer,0
787800108,Existing Customer,0
721397808,Existing Customer,0
778698408,Existing Customer,0
709545333,Existing Customer,0
716032233,Existing Customer,0
717835908,Existing Customer,0
719466558,Existing Customer,0
778663458,Attrited Customer,1
716024808,Attrited Customer,1
713008308,Existing Customer,0
794831733,Existing Customer,0
713854608,Existing Customer,0
715993608,Existing Customer,0
789368658,Existing Customer,0
802817358,Existing Customer,0
708098133,Existing Customer,0
801499908,Existing Customer,0
824770683,Existing Customer,0
718310733,Existing Customer,0
708162558,Existing Customer,0
721129383,Existing Customer,0
721249158,Attrited Customer,1
721049658,Existing Customer,0
806392908,Existing Customer,0
714886533,Existing Customer,0
772375533,Existing Customer,0
826775058,Existing Customer,0
711878733,Existing Customer,0
714550383,Existing Customer,0
712636308,Existing Customer,0
772139433,Existing Customer,0
709058808,Existing Customer,0
813240408,Existing Customer,0
767753958,Existing Customer,0
710111733,Existing Customer,0
761544333,Existing Customer,0
788814783,Existing Customer,0
715034358,Existing Customer,0
709624533,Existing Customer,0
709942383,Existing Customer,0
803957508,Existing Customer,0
713378133,Existing Customer,0
709217358,Existing Customer,0
720998358,Existing Customer,0
721051908,Existing Customer,0
715232058,Existing Customer,0
806250783,Existing Customer,0
817245183,Existing Customer,0
713670333,Existing Customer,0
826477083,Existing Customer,0
788728608,Existing Customer,0
717190533,Existing Customer,0
716580033,Existing Customer,0
711644508,Existing Customer,0
714334383,Existing Customer,0
720611058,Existing Customer,0
712420833,Existing Customer,0
713845083,Attrited Customer,1
713756508,Existing Customer,0
735565158,Existing Customer,0
714131058,Existing Customer,0
717180633,Existing Customer,0
717295683,Existing Customer,0
713128833,Existing Customer,0
813499458,Attrited Customer,1
710070183,Existing Customer,0
789605658,Existing Customer,0
710045058,Existing Customer,0
710164683,Existing Customer,0
710802258,Existing Customer,0
721036233,Existing Customer,0
710036508,Existing Customer,0
717776808,Existing Customer,0
714906033,Existing Customer,0
714273708,Existing Customer,0
721117533,Existing Customer,0
715374558,Existing Customer,0
824807658,Existing Customer,0
714940608,Existing Customer,0
824782008,Existing Customer,0
717561108,Existing Customer,0
717127083,Existing Customer,0
772460508,Existing Customer,0
720484908,Existing Customer,0
771237933,Existing Customer,0
794664183,Existing Customer,0
797488158,Existing Customer,0
708543258,Existing Customer,0
778706508,Existing Customer,0
712240083,Attrited Customer,1
713650683,Existing Customer,0
772532208,Attrited Customer,1
778929783,Attrited Customer,1
714244383,Existing Customer,0
718797558,Existing Customer,0
712821333,Existing Customer,0
721120008,Existing Customer,0
709633533,Existing Customer,0
710789058,Existing Customer,0
716174433,Existing Customer,0
789886533,Existing Customer,0
715210308,Existing Customer,0
721038408,Existing Customer,0
713325108,Existing Customer,0
720352533,Existing Customer,0
708431433,Existing Customer,0
716996583,Existing Customer,0
718699683,Existing Customer,0
771359958,Existing Customer,0
716604633,Existing Customer,0
813952233,Existing Customer,0
713053383,Attrited Customer,1
709979583,Existing Customer,0
709380333,Existing Customer,0
778574283,Existing Customer,0
789875883,Existing Customer,0
714661233,Existing Customer,0
813915933,Existing Customer,0
708358683,Existing Customer,0
824761458,Existing Customer,0
715362183,Existing Customer,0
721194858,Existing Customer,0
803595858,Attrited Customer,1
716198358,Existing Customer,0
714173808,Existing Customer,0
709465758,Existing Customer,0
714081558,Existing Customer,0
717364458,Existing Customer,0
778755858,Existing Customer,0
710754933,Attrited Customer,1
720007383,Attrited Customer,1
810220833,Existing Customer,0
718362783,Attrited Customer,1
708267858,Existing Customer,0
708856983,Attrited Customer,1
715588908,Existing Customer,0
772674933,Existing Customer,0
720148983,Existing Customer,0
720650208,Existing Customer,0
769732233,Existing Customer,0
713030958,Existing Customer,0
711320508,Existing Customer,0
795795408,Existing Customer,0
717904383,Existing Customer,0
714115533,Existing Customer,0
712475733,Existing Customer,0
718996758,Existing Customer,0
713049933,Existing Customer,0
709961958,Attrited Customer,1
718301508,Existing Customer,0
