Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
-0.45454545454545453,1.0,0.0,0.0,-1.0,0.0,0.5138325991189427,0.8708771929824561,4.342105263157895,-0.8934442080835429,-1.1944444444444444,4.0889830508474585,0.2208333333333333,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.6363636363636364,0.0,0.2222222222222222,0.5,0.0,1.0,-0.22308370044052864,0.15017543859649124,4.447368421052632,-0.9622896925159543,-1.0833333333333333,1.2627118644067798,0.8041666666666668,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1.0909090909090908,-1.0,1.4444444444444444,1.0,0.0,0.0,0.9404992657856094,0.29473684210526313,-0.9517543859649122,-1.0087023786501643,-1.1944444444444444,0.05084745762711869,-0.08541666666666663,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.8181818181818182,-0.5,0.0,0.0,0.0,-1.0,-0.12088105726872246,0.447719298245614,-0.9912280701754386,-0.9638367820537613,-0.6666666666666666,-0.9279661016949152,0.7666666666666668,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.8181818181818182,0.5,0.0,1.0,0.0,1.0,-0.177856093979442,0.7171929824561404,4.333333333333334,-0.7820537613614388,-0.8333333333333334,2.0084745762711864,1.2104166666666667,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
-0.36363636363636365,1.0,0.0,-1.0,1.0,1.0,1.278590308370044,-0.895438596491228,0.5657894736842106,-1.1344034035969832,-1.25,2.110169491525424,-0.36666666666666664,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1.0,-0.5,1.4444444444444444,-0.5,1.0,0.0,-0.10302496328928047,-0.2736842105263158,2.5614035087719302,-0.9417907561400116,-1.0833333333333333,-0.6186440677966099,0.13541666666666669,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1.8181818181818181,-1.0,2.2222222222222223,0.5,2.0,1.0,0.39154185022026433,-0.4708771929824561,1.385964912280702,-1.2357377683233417,-1.4166666666666667,-2.36864406779661,-0.20625,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
-0.09090909090909091,0.5,0.5555555555555556,-1.0,0.0,0.0,3.2748311306901616,-0.4898245614035088,1.3421052631578951,-1.0790949526203828,-1.0833333333333333,-0.9661016949152542,-0.32916666666666666,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.45454545454545453,0.0,0.8888888888888888,0.0,-1.0,-2.0,0.1945374449339207,0.6512280701754386,0.2938596491228073,-0.9870431251208663,-1.0833333333333333,-0.6186440677966099,0.3729166666666667,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.36363636363636365,-0.5,0.7777777777777778,-0.5,0.0,1.0,1.4983847283406755,0.8708771929824561,3.127192982456141,-0.8288532198801005,-0.9444444444444444,2.110169491525424,-0.06458333333333334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0.2727272727272727,0.5,0.1111111111111111,0.5,0.0,-1.0,-0.0755359765051395,-0.895438596491228,2.0964912280701755,-0.8288532198801005,-0.9722222222222222,1.2627118644067798,-0.36666666666666664,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.7272727272727273,1.0,-0.8888888888888888,-1.0,1.0,1.0,0.6203817914831131,0.5466666666666666,1.0570175438596492,-1.1050087023786501,-1.2222222222222223,0.9110169491525427,0.06875,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0.2727272727272727,1.0,-0.6666666666666666,-0.5,0.0,1.0,3.520352422907489,-0.895438596491228,3.8815789473684212,-0.9495262038290466,-1.0833333333333333,2.6737288135593222,-0.36666666666666664,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.9090909090909091,0.0,1.0,1.0,0.0,-2.0,-0.26619676945668136,0.1080701754385965,6.9298245614035086,-0.8346548056468768,-1.1111111111111112,-0.4830508474576271,0.9375000000000001,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1.1818181818181819,-0.5,1.7777777777777777,-0.5,0.0,0.0,-0.2350660792951542,0.5221052631578947,7.109649122807019,-0.8431637981048153,-1.1111111111111112,4.228813559322034,1.2854166666666667,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0.0,0.5,0.4444444444444444,0.0,1.0,1.0,1.751424375917768,0.11157894736842106,0.223684210526316,-1.037323535099594,-1.1111111111111112,0.415254237288136,-0.2125,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.5454545454545454,-0.5,0.4444444444444444,0.5,-1.0,-1.0,0.02302496328928047,-0.0343859649122807,-0.49122807017543857,-1.0671050087023786,-0.75,-0.43220338983050843,0.17291666666666672,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0.5454545454545454,0.5,0.5555555555555556,1.0,1.0,0.0,-0.22637298091042585,0.19157894736842104,2.5657894736842106,-0.781666988976987,-1.0277777777777777,1.8686440677966105,0.8645833333333334,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0.7272727272727273,-0.5,0.4444444444444444,-1.0,1.0,-1.0,-0.36542731277533036,-0.32842105263157895,1.1447368421052633,-1.23535099593889,-1.3333333333333333,0.838983050847458,0.8041666666666668,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1.8181818181818181,-1.0,2.0,-0.5,2.0,0.0,-0.16187958883994127,0.6336842105263157,2.1403508771929824,-0.755366466834268,-0.8055555555555556,5.173728813559323,1.0645833333333337,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0.2727272727272727,0.0,0.0,0.0,0.0,-2.0,1.7872540381791484,0.8708771929824561,-0.31578947368421034,-0.9611293753625991,-0.8888888888888888,-1.9152542372881356,-0.10208333333333332,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.9090909090909091,0.0,0.0,-1.5,1.0,1.0,1.3180616740088105,-0.895438596491228,1.3377192982456139,-1.2751885515374202,-1.4444444444444444,-1.4322033898305084,-0.36666666666666664,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.2727272727272727,1.0,0.0,1.0,2.0,0.0,-0.14696035242290748,0.6484210526315789,-0.25438596491228044,-1.1011409785341326,-0.9722222222222222,-0.43220338983050843,1.0229166666666667,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0.2727272727272727,0.5,0.0,-1.0,0.0,-2.0,-0.20522760646108665,0.7628070175438596,0.061403508771929884,-1.0071552891123574,-0.75,-0.43220338983050843,1.3895833333333334,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.9090909090909091,0.0,1.5555555555555556,0.0,0.0,1.0,-0.010690161527165933,0.423859649122807,1.6271929824561404,-0.9572616515180816,-1.0555555555555556,3.029661016949153,0.5125000000000001,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-0.18181818181818182,1.5,-0.1111111111111111,0.0,-1.0,0.0,0.20252569750367108,-0.20912280701754385,6.75,-0.9824018565074454,-1.1666666666666667,1.614406779661017,-0.04166666666666665,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
-0.36363636363636365,0.0,-0.2222222222222222,0.0,2.0,1.0,-0.14249632892804698,0.33473684210526317,-0.20175438596491246,-1.0562753819377297,-1.1111111111111112,2.322033898305085,0.7270833333333334,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.8181818181818182,0.5,1.2222222222222223,0.0,0.0,1.0,-0.1307488986784141,0.519298245614035,0.723684210526316,-1.083736221233804,-0.9444444444444444,0.5550847457627119,0.85625,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.18181818181818182,0.0,-0.1111111111111111,-1.0,2.0,2.0,3.520352422907489,-0.895438596491228,0.11842105263157907,-1.2407658093212144,-1.4444444444444444,-0.8559322033898303,-0.36666666666666664,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
-0.6363636363636364,-0.5,-0.3333333333333333,0.5,1.0,1.0,0.16176211453744493,-0.017543859649122806,0.9122807017543859,-0.9990330690388706,-1.0833333333333333,1.9152542372881356,0.07291666666666667,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.18181818181818182,1.0,-0.4444444444444444,-1.0,2.0,0.0,2.2799412628487516,0.5796491228070175,1.1447368421052633,-1.0145039644169407,-1.1388888888888888,0.13135593220338995,-0.18333333333333332,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.6363636363636364,0.0,0.8888888888888888,0.0,0.0,0.0,1.1964757709251101,0.2512280701754386,1.1096491228070176,-1.0094759234190678,-1.2222222222222223,0.9110169491525427,-0.13541666666666666,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.45454545454545453,1.0,0.2222222222222222,0.0,-1.0,2.0,3.520352422907489,0.16771929824561405,-0.6315789473684211,-1.0079288338812609,-0.9722222222222222,-0.43220338983050843,-0.275,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.0,0.0,1.7777777777777777,0.5,1.0,1.0,0.23906020558002936,0.37964912280701757,-0.5087719298245614,-0.9847224908141559,-0.8888888888888888,-0.14830508474576237,0.2083333333333334,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.18181818181818182,0.0,-1.7777777777777777,1.0,1.0,1.0,-0.2895741556534508,0.13473684210526315,1.1754385964912282,-1.0701991877779926,-1.0833333333333333,-0.6186440677966099,1.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.2727272727272727,0.0,-0.4444444444444444,-1.0,0.0,0.0,-0.3362114537444934,-0.11859649122807017,4.293859649122807,-0.8621156449429511,-1.3888888888888888,7.194915254237288,1.0000000000000002,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.36363636363636365,0.0,0.2222222222222222,1.0,0.0,0.0,2.4377092511013214,0.037894736842105266,1.4736842105263162,-1.184297041191259,-1.4444444444444444,5.500000000000001,-0.25625000000000003,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.45454545454545453,1.0,0.6666666666666666,-0.5,0.0,1.0,3.520352422907489,0.34175438596491226,2.3245614035087723,-0.9085283310771611,-0.7222222222222222,1.4745762711864412,-0.2604166666666667,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
0.8181818181818182,0.0,0.6666666666666666,0.5,1.0,1.0,-0.2740675477239354,-0.16982456140350877,0.09649122807017553,-0.9123960549216786,-0.8611111111111112,-1.7627118644067796,0.6062500000000001,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0.7272727272727273,-0.5,0.7777777777777778,0.0,0.0,1.0,-0.1925403817914831,0.5291228070175439,0.1447368421052633,-1.0222394121059757,-1.2777777777777777,-1.2796610169491522,1.0875000000000001,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
-0.36363636363636365,1.5,0.1111111111111111,1.0,0.0,0.0,2.1572980910425845,0.17684210526315788,-1.4122807017543861,-0.9688648230516341,-0.8888888888888888,-0.7627118644067794,-0.2270833333333333,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.18181818181818182,-0.5,-0.1111111111111111,-0.5,1.0,1.0,2.3216446402349487,0.46035087719298246,2.5263157894736845,-0.9893637594275768,-1.1944444444444444,2.0338983050847457,-0.2020833333333333,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0.6363636363636364,0.0,0.0,0.5,1.0,0.0,0.08493392070484582,0.16771929824561405,0.5307017543859649,-1.0094759234190678,-0.9444444444444444,-1.1313559322033897,0.23124999999999998,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
-0.18181818181818182,1.0,0.0,1.0,2.0,0.0,0.2879295154185022,0.8708771929824561,-1.1447368421052633,-1.0779346354670276,-1.2222222222222223,4.970338983050848,0.38333333333333336,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
-0.8181818181818182,0.5,-0.7777777777777778,0.0,2.0,0.0,0.2923935389133627,0.3684210526315789,0.06578947368421059,-0.6033649197447303,-0.2777777777777778,1.1186440677966103,0.1666666666666667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
0.2727272727272727,0.5,-0.6666666666666666,1.0,-1.0,0.0,-0.23647577092511013,0.383859649122807,-0.1447368421052633,-0.9402436666022046,-1.2222222222222223,-1.478813559322034,1.1312499999999999,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.09090909090909091,0.0,0.2222222222222222,1.0,1.0,0.0,2.861086637298091,0.43719298245614036,0.5,-0.9920711661187391,-0.8888888888888888,-1.2796610169491522,-0.22916666666666666,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.09090909090909091,0.5,0.1111111111111111,0.0,2.0,-2.0,0.47201174743024965,0.29403508771929826,2.219298245614035,-0.9444981628311738,-0.7222222222222222,3.0084745762711864,0.04583333333333338,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
-0.18181818181818182,-0.5,0.0,1.0,0.0,0.0,3.520352422907489,0.18035087719298246,0.8245614035087723,-0.8880293947012183,-1.0555555555555556,-0.7457627118644066,-0.275,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
0.8181818181818182,1.0,1.0,-1.0,2.0,1.0,-0.2808810572687225,-0.895438596491228,-0.6622807017543861,-1.2701605105395475,-1.5277777777777777,0.05084745762711869,-0.36666666666666664,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.1818181818181819,-0.5,1.7777777777777777,-1.0,1.0,1.0,0.6559765051395008,0.09894736842105263,-1.5482456140350878,-1.0949526203829048,-1.3055555555555556,0.4915254237288135,-0.07499999999999996,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0.6363636363636364,-0.5,-0.1111111111111111,0.5,2.0,0.0,3.520352422907489,-0.04,1.723684210526316,-0.8930574356990911,-1.1111111111111112,5.500000000000001,-0.29374999999999996,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0.5454545454545454,0.0,1.2222222222222223,0.5,1.0,-2.0,-0.17198237885462556,0.44491228070175437,0.8114035087719301,-0.9158770063817443,-0.8888888888888888,-0.14830508474576237,0.9229166666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0.6363636363636364,0.0,-0.1111111111111111,0.0,0.0,-1.0,1.7023201174743026,0.5473684210526316,-0.5657894736842106,-1.0392573970218526,-1.0,0.08474576271186449,-0.14166666666666666,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
-0.2727272727272727,0.5,-0.1111111111111111,0.5,0.0,1.0,-0.06143906020558003,-0.895438596491228,-1.1096491228070176,-1.029588087410559,-0.9722222222222222,-0.43220338983050843,-0.36666666666666664,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
-0.18181818181818182,0.5,-0.5555555555555556,0.0,1.0,-1.0,0.9641116005873716,-0.3080701754385965,5.245614035087719,-0.9615161477470509,-1.4722222222222223,4.652542372881356,-0.22916666666666666,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1.0,0.0,1.0,0.5,1.0,1.0,0.08422907488986785,-0.895438596491228,4.236842105263158,-0.9216785921485205,-1.0555555555555556,3.957627118644068,-0.36666666666666664,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0.45454545454545453,0.0,0.0,-0.5,0.0,0.0,0.632129221732746,-0.895438596491228,-0.021929824561403532,-1.0145039644169407,-1.2777777777777777,2.6737288135593222,-0.36666666666666664,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
