CLIENTNUM,Attrition_Flag,Attrition_Label,Cluster
711887583,Attrited Customer,1,3
714778833,Existing Customer,0,3
713843283,Existing Customer,0,3
779155158,Existing Customer,0,3
721091583,Existing Customer,0,3
713572683,Existing Customer,0,3
716657058,Existing Customer,0,3
779509983,Existing Customer,0,3
717929133,Existing Customer,0,3
808284783,Existing Customer,0,3
708476808,Existing Customer,0,3
710916408,Existing Customer,0,3
708492558,Existing Customer,0,3
799825758,Existing Customer,0,3
718619883,Existing Customer,0,3
711844758,Existing Customer,0,3
714798783,Existing Customer,0,3
826762908,Existing Customer,0,3
771894558,Existing Customer,0,3
721074183,Existing Customer,0,3
715259583,Existing Customer,0,3
718414008,Existing Customer,0,3
719666283,Existing Customer,0,3
714877233,Existing Customer,0,3
785387883,Existing Customer,0,3
771075258,Existing Customer,0,3
711318033,Existing Customer,0,3
783554958,Existing Customer,0,3
720201033,Attrited Customer,1,3
718039683,Existing Customer,0,3
710806083,Existing Customer,0,3
714752208,Existing Customer,0,3
822063408,Existing Customer,0,3
714490308,Existing Customer,0,3
713356833,Existing Customer,0,3
711402333,Existing Customer,0,3
708296883,Existing Customer,0,3
719154483,Existing Customer,0,3
717721458,Existing Customer,0,3
711112683,Existing Customer,0,3
715674483,Existing Customer,0,3
789322833,Attrited Customer,1,3
789968058,Existing Customer,0,3
709919283,Existing Customer,0,3
718744008,Existing Customer,0,3
767712558,Attrited Customer,1,3
712950783,Attrited Customer,1,3
716104983,Existing Customer,0,3
818839983,Existing Customer,0,3
772288758,Existing Customer,0,3
712350858,Existing Customer,0,3
711009708,Existing Customer,0,3
712720158,Existing Customer,0,3
712215258,Existing Customer,0,3
773827008,Existing Customer,0,3
795232683,Existing Customer,0,3
713786508,Existing Customer,0,3
713539833,Existing Customer,0,3
712454058,Existing Customer,0,3
718759833,Existing Customer,0,3
718803333,Existing Customer,0,3
720253908,Existing Customer,0,3
714133158,Existing Customer,0,3
713187033,Existing Customer,0,3
714791208,Existing Customer,0,3
772426383,Existing Customer,0,3
710975883,Existing Customer,0,3
714264408,Existing Customer,0,3
715827858,Existing Customer,0,3
713741358,Attrited Customer,1,3
709531908,Existing Customer,0,3
716493408,Existing Customer,0,3
714141108,Existing Customer,0,3
708953883,Attrited Customer,1,3
712608783,Existing Customer,0,3
820353558,Existing Customer,0,3
714964758,Existing Customer,0,3
716264358,Existing Customer,0,3
717296808,Existing Customer,0,3
712977183,Existing Customer,0,3
710829108,Existing Customer,0,3
779562633,Existing Customer,0,3
715315833,Existing Customer,0,3
815500983,Existing Customer,0,3
719360583,Existing Customer,0,3
709701558,Existing Customer,0,3
721148358,Existing Customer,0,3
779862408,Existing Customer,0,3
812627208,Existing Customer,0,3
711033408,Existing Customer,0,3
779956608,Existing Customer,0,3
780376683,Existing Customer,0,3
717912483,Existing Customer,0,3
714454758,Existing Customer,0,3
780466533,Existing Customer,0,3
715735233,Existing Customer,0,3
720476733,Existing Customer,0,3
715872333,Existing Customer,0,3
712375758,Existing Customer,0,3
708868233,Attrited Customer,1,3
718030083,Existing Customer,0,3
720707283,Existing Customer,0,3
771698658,Existing Customer,0,3
748326258,Existing Customer,0,3
770817783,Existing Customer,0,3
779353083,Existing Customer,0,3
711441333,Existing Customer,0,3
719808558,Attrited Customer,1,1
711551958,Attrited Customer,1,3
809164083,Existing Customer,0,3
820596183,Existing Customer,0,3
715999608,Existing Customer,0,3
710565408,Existing Customer,0,3
805543158,Existing Customer,0,3
709752183,Existing Customer,0,3
716479233,Existing Customer,0,3
713837058,Existing Customer,0,3
718876683,Existing Customer,0,3
770746908,Existing Customer,0,3
794843883,Existing Customer,0,3
803043933,Existing Customer,0,3
758076408,Existing Customer,0,3
714606558,Existing Customer,0,3
778425408,Existing Customer,0,3
714171108,Existing Customer,0,3
719662458,Existing Customer,0,3
713137233,Existing Customer,0,3
769425858,Existing Customer,0,3
711297483,Existing Customer,0,3
788900883,Existing Customer,0,3
758348808,Existing Customer,0,3
772336458,Attrited Customer,1,3
708711483,Existing Customer,0,3
717906783,Existing Customer,0,3
719437908,Existing Customer,0,3
769433508,Existing Customer,0,3
790096533,Existing Customer,0,3
720997383,Attrited Customer,1,3
787541883,Existing Customer,0,3
709930758,Existing Customer,0,3
789830058,Existing Customer,0,3
710299608,Attrited Customer,1,3
710741208,Existing Customer,0,3
821797008,Attrited Customer,1,3
708874533,Attrited Customer,1,3
715341858,Existing Customer,0,3
793636308,Existing Customer,0,3
713779908,Existing Customer,0,3
712125258,Attrited Customer,1,3
709703433,Existing Customer,0,3
721022433,Existing Customer,0,3
710103558,Existing Customer,0,3
715952883,Existing Customer,0,3
719731458,Existing Customer,0,3
772390908,Attrited Customer,1,1
787348608,Existing Customer,0,3
709485033,Existing Customer,0,3
715432608,Existing Customer,0,3
799471833,Existing Customer,0,3
714187533,Existing Customer,0,3
779656908,Existing Customer,0,3
788950158,Existing Customer,0,3
778867533,Attrited Customer,1,3
710620383,Existing Customer,0,3
778661358,Existing Customer,0,3
789483333,Existing Customer,0,3
809855808,Existing Customer,0,3
718464258,Existing Customer,0,3
708528483,Existing Customer,0,3
771809733,Attrited Customer,1,1
719942883,Existing Customer,0,3
807226683,Existing Customer,0,3
717806133,Existing Customer,0,3
720615708,Existing Customer,0,3
714511758,Existing Customer,0,3
715050408,Existing Customer,0,3
721132233,Existing Customer,0,3
719211558,Attrited Customer,1,3
712069008,Existing Customer,0,3
715996983,Existing Customer,0,3
773466258,Existing Customer,0,3
798983508,Existing Customer,0,3
719117433,Existing Customer,0,3
716451183,Existing Customer,0,3
718621608,Attrited Customer,1,3
715085733,Existing Customer,0,3
788977833,Existing Customer,0,3
720272958,Attrited Customer,1,3
708421833,Existing Customer,0,3
709173108,Attrited Customer,1,3
709879458,Existing Customer,0,3
715120608,Existing Customer,0,3
770632758,Existing Customer,0,3
779078733,Existing Customer,0,3
771742533,Existing Customer,0,3
720250158,Existing Customer,0,3
716458983,Existing Customer,0,3
713747733,Existing Customer,0,3
712270158,Existing Customer,0,3
789562383,Existing Customer,0,3
754897008,Existing Customer,0,3
819700533,Existing Customer,0,3
712890408,Existing Customer,0,3
720248208,Existing Customer,0,3
779749908,Existing Customer,0,3
717401883,Existing Customer,0,3
721509558,Existing Customer,0,3
710572458,Existing Customer,0,3
714576183,Existing Customer,0,3
721425558,Existing Customer,0,3
711109908,Existing Customer,0,3
715203108,Existing Customer,0,3
710027508,Existing Customer,0,3
787464408,Existing Customer,0,3
783542133,Existing Customer,0,1
708330858,Attrited Customer,1,3
714426783,Existing Customer,0,3
712701333,Existing Customer,0,3
709494483,Existing Customer,0,3
773373108,Existing Customer,0,3
715812258,Existing Customer,0,3
778286433,Existing Customer,0,3
789270033,Existing Customer,0,3
711569433,Existing Customer,0,3
720214833,Existing Customer,0,3
709346133,Existing Customer,0,3
788194458,Existing Customer,0,3
720779733,Existing Customer,0,3
717424458,Existing Customer,0,3
708820308,Existing Customer,0,3
710558058,Existing Customer,0,3
770590758,Existing Customer,0,3
718490658,Existing Customer,0,3
711985833,Existing Customer,0,3
708967608,Existing Customer,0,3
718505958,Existing Customer,0,3
715024233,Existing Customer,0,3
779249583,Existing Customer,0,3
709278258,Attrited Customer,1,3
778928283,Existing Customer,0,3
712299858,Existing Customer,0,3
799224108,Existing Customer,0,3
809976033,Existing Customer,0,3
716203308,Existing Customer,0,3
714871683,Attrited Customer,1,3
716139933,Existing Customer,0,3
716984658,Existing Customer,0,3
713086008,Existing Customer,0,3
713773458,Existing Customer,0,3
719242533,Existing Customer,0,3
772712658,Existing Customer,0,3
788868858,Existing Customer,0,3
811898133,Existing Customer,0,3
788808633,Existing Customer,0,3
779804208,Existing Customer,0,3
781391058,Existing Customer,0,3
790134408,Existing Customer,0,3
788853258,Existing Customer,0,3
711857733,Existing Customer,0,3
822969858,Existing Customer,0,3
719554758,Existing Customer,0,3
711643458,Existing Customer,0,3
788830683,Existing Customer,0,3
807030858,Existing Customer,0,3
793059108,Existing Customer,0,3
716568708,Existing Customer,0,3
828281733,Existing Customer,0,3
717229158,Existing Customer,0,3
715915458,Existing Customer,0,3
819129858,Existing Customer,0,3
713441958,Existing Customer,0,3
719091333,Existing Customer,0,3
708666258,Existing Customer,0,3
714914583,Existing Customer,0,3
714363858,Existing Customer,0,3
721347408,Existing Customer,0,3
809608533,Existing Customer,0,3
772047183,Existing Customer,0,3
714217908,Existing Customer,0,3
714819183,Existing Customer,0,3
716455683,Existing Customer,0,3
710865633,Existing Customer,0,3
752952108,Existing Customer,0,3
712595433,Existing Customer,0,3
714982383,Existing Customer,0,3
813814008,Existing Customer,0,3
794545983,Existing Customer,0,3
708288108,Attrited Customer,1,3
715585158,Existing Customer,0,3
810449883,Existing Customer,0,3
789863208,Existing Customer,0,3
715022133,Existing Customer,0,3
712506708,Existing Customer,0,3
715699983,Existing Customer,0,3
818942433,Existing Customer,0,3
712459233,Existing Customer,0,3
716545383,Existing Customer,0,3
721144383,Existing Customer,0,3
821837958,Existing Customer,0,3
804359133,Existing Customer,0,3
713308683,Existing Customer,0,3
788780958,Existing Customer,0,3
717354558,Attrited Customer,1,3
798473808,Existing Customer,0,3
712372158,Existing Customer,0,3
715192308,Existing Customer,0,3
708813033,Existing Customer,0,3
714639783,Attrited Customer,1,3
709311633,Existing Customer,0,3
709470858,Existing Customer,0,3
717292758,Existing Customer,0,3
779241783,Existing Customer,0,3
715205358,Existing Customer,0,3
778871508,Existing Customer,0,3
779462433,Existing Customer,0,3
710147958,Existing Customer,0,3
709864833,Existing Customer,0,3
778868958,Attrited Customer,1,3
717276708,Existing Customer,0,3
710004933,Existing Customer,0,3
753606108,Existing Customer,0,3
710940183,Attrited Customer,1,3
718927533,Existing Customer,0,3
719337408,Existing Customer,0,3
772308408,Existing Customer,0,3
712981383,Existing Customer,0,3
790099758,Existing Customer,0,3
709547658,Attrited Customer,1,3
778770783,Existing Customer,0,3
713134458,Existing Customer,0,3
712159083,Attrited Customer,1,3
713639958,Existing Customer,0,3
771180033,Existing Customer,0,3
717916758,Existing Customer,0,3
711089733,Existing Customer,0,3
716988633,Existing Customer,0,3
779031033,Existing Customer,0,3
716302383,Existing Customer,0,3
718281408,Existing Customer,0,3
721333233,Existing Customer,0,3
794496033,Existing Customer,0,3
710519433,Existing Customer,0,3
814995933,Existing Customer,0,3
721469433,Existing Customer,0,3
788386908,Existing Customer,0,3
717198633,Existing Customer,0,3
767695083,Existing Customer,0,3
711791583,Attrited Customer,1,3
712315683,Attrited Customer,1,3
710038008,Existing Customer,0,3
789129033,Existing Customer,0,3
718349058,Existing Customer,0,3
789842283,Attrited Customer,1,3
714513033,Existing Customer,0,3
714717483,Existing Customer,0,3
714900408,Existing Customer,0,3
719418933,Attrited Customer,1,3
720115683,Existing Customer,0,3
779504058,Existing Customer,0,3
795979833,Existing Customer,0,3
717392358,Existing Customer,0,3
718640508,Existing Customer,0,3
803366358,Existing Customer,0,3
709230708,Existing Customer,0,3
781794708,Attrited Customer,1,3
801383808,Existing Customer,0,3
710677608,Existing Customer,0,3
708217758,Existing Customer,0,3
714272658,Attrited Customer,1,3
717469158,Existing Customer,0,3
711864783,Existing Customer,0,3
719407983,Existing Customer,0,3
710665533,Existing Customer,0,3
716804283,Existing Customer,0,3
767294658,Attrited Customer,1,3
709122483,Existing Customer,0,3
708241233,Attrited Customer,1,3
717860358,Existing Customer,0,3
789337233,Existing Customer,0,1
720902133,Existing Customer,0,3
721043058,Existing Customer,0,3
711870333,Existing Customer,0,3
708398283,Existing Customer,0,3
715878183,Existing Customer,0,3
719451483,Existing Customer,0,3
709110633,Existing Customer,0,3
721059033,Existing Customer,0,3
779912283,Existing Customer,0,3
717701733,Existing Customer,0,3
709913733,Existing Customer,0,3
718768158,Existing Customer,0,3
721375308,Existing Customer,0,3
711374283,Existing Customer,0,3
822893133,Existing Customer,0,3
778465533,Existing Customer,0,3
712138983,Existing Customer,0,3
716920908,Existing Customer,0,3
708095133,Existing Customer,0,3
711195558,Existing Customer,0,3
772735758,Existing Customer,0,3
712024908,Existing Customer,0,3
778239933,Existing Customer,0,3
714893733,Existing Customer,0,3
754886958,Existing Customer,0,3
710104908,Existing Customer,0,3
710558883,Existing Customer,0,3
713827383,Existing Customer,0,3
720267033,Existing Customer,0,3
712049208,Existing Customer,0,3
708688608,Existing Customer,0,3
716223708,Attrited Customer,1,3
713217858,Existing Customer,0,3
819352983,Existing Customer,0,3
711019308,Existing Customer,0,3
768600558,Existing Customer,0,3
710202783,Existing Customer,0,3
712899333,Existing Customer,0,3
767036433,Existing Customer,0,3
793473033,Existing Customer,0,3
721232058,Existing Customer,0,3
719443683,Attrited Customer,1,3
715449333,Existing Customer,0,3
717998058,Existing Customer,0,3
779610033,Attrited Customer,1,3
827332983,Existing Customer,0,3
721183983,Existing Customer,0,3
718426533,Existing Customer,0,3
710698233,Existing Customer,0,3
780253533,Existing Customer,0,3
793581933,Existing Customer,0,3
719229708,Existing Customer,0,3
715158483,Existing Customer,0,3
809296308,Existing Customer,0,3
778176108,Existing Customer,0,3
796532958,Existing Customer,0,3
709345008,Attrited Customer,1,3
717049533,Existing Customer,0,3
719366358,Existing Customer,0,3
721417233,Attrited Customer,1,3
711622683,Existing Customer,0,3
714578283,Existing Customer,0,3
769574883,Existing Customer,0,3
717643608,Existing Customer,0,3
709198158,Existing Customer,0,3
712419708,Existing Customer,0,3
709103358,Existing Customer,0,3
716966808,Existing Customer,0,3
772264383,Existing Customer,0,3
721057758,Existing Customer,0,3
769137108,Attrited Customer,1,3
717640083,Attrited Customer,1,3
716445783,Existing Customer,0,3
708579633,Existing Customer,0,3
718715583,Existing Customer,0,3
778686408,Existing Customer,0,3
715015683,Existing Customer,0,3
805254708,Existing Customer,0,3
710462433,Existing Customer,0,3
721342383,Existing Customer,0,3
720179883,Existing Customer,0,3
794977533,Attrited Customer,1,3
779445108,Existing Customer,0,3
718193958,Existing Customer,0,3
710955633,Existing Customer,0,3
716149383,Existing Customer,0,3
752604633,Attrited Customer,1,1
713889933,Existing Customer,0,3
709446783,Existing Customer,0,3
789115833,Existing Customer,0,3
711242058,Attrited Customer,1,3
787623858,Existing Customer,0,3
709040508,Existing Customer,0,3
708864708,Existing Customer,0,3
717758583,Existing Customer,0,3
715416633,Existing Customer,0,3
717956283,Existing Customer,0,3
721379433,Existing Customer,0,3
712027683,Existing Customer,0,3
716027208,Existing Customer,0,3
720475233,Existing Customer,0,3
712275108,Existing Customer,0,3
718121658,Attrited Customer,1,3
711593808,Attrited Customer,1,3
716222808,Existing Customer,0,3
718731183,Attrited Customer,1,3
788779008,Existing Customer,0,3
710404533,Existing Customer,0,3
711173058,Existing Customer,0,3
715383108,Existing Customer,0,3
711697158,Existing Customer,0,3
709186983,Existing Customer,0,3
808964433,Existing Customer,0,3
711948333,Existing Customer,0,3
710541858,Existing Customer,0,1
713865333,Attrited Customer,1,3
797707008,Attrited Customer,1,3
713490483,Existing Customer,0,3
720370533,Attrited Customer,1,3
779743908,Existing Customer,0,3
718675158,Attrited Customer,1,3
710784333,Existing Customer,0,3
816596583,Existing Customer,0,3
717517758,Existing Customer,0,3
712880283,Existing Customer,0,3
753226158,Existing Customer,0,3
720605808,Attrited Customer,1,3
758317233,Existing Customer,0,1
711028308,Existing Customer,0,3
814852533,Existing Customer,0,3
711526533,Existing Customer,0,3
804403908,Existing Customer,0,3
716999883,Existing Customer,0,3
716452083,Existing Customer,0,3
787599258,Existing Customer,0,3
714495258,Existing Customer,0,3
717713283,Existing Customer,0,3
789317883,Existing Customer,0,3
714500883,Existing Customer,0,3
789467508,Existing Customer,0,3
710317758,Existing Customer,0,3
711231558,Existing Customer,0,3
716829483,Existing Customer,0,3
779713608,Existing Customer,0,3
711628458,Existing Customer,0,3
718943508,Existing Customer,0,3
770724558,Attrited Customer,1,3
783561558,Existing Customer,0,3
719309958,Attrited Customer,1,3
788785083,Existing Customer,0,3
780481308,Existing Customer,0,3
711757383,Existing Customer,0,3
787550808,Existing Customer,0,3
779863533,Existing Customer,0,3
714529233,Existing Customer,0,3
708177333,Existing Customer,0,3
812019933,Existing Customer,0,3
708557358,Existing Customer,0,3
713580633,Existing Customer,0,3
711466533,Existing Customer,0,3
802276683,Existing Customer,0,3
780913308,Existing Customer,0,3
808897683,Attrited Customer,1,3
719428308,Existing Customer,0,3
713010483,Existing Customer,0,3
717006333,Existing Customer,0,3
787621158,Existing Customer,0,3
716924058,Existing Customer,0,3
720916683,Existing Customer,0,3
720923658,Existing Customer,0,3
712710708,Existing Customer,0,3
718939083,Attrited Customer,1,3
779519058,Existing Customer,0,3
719085933,Existing Customer,0,3
715124958,Existing Customer,0,3
712979133,Attrited Customer,1,3
712006308,Existing Customer,0,3
710801133,Existing Customer,0,3
712490283,Existing Customer,0,3
720071583,Attrited Customer,1,3
717958833,Existing Customer,0,3
812420358,Attrited Customer,1,3
712370208,Existing Customer,0,3
715940358,Existing Customer,0,3
715041333,Existing Customer,0,3
712797258,Existing Customer,0,3
769170558,Existing Customer,0,3
715884858,Existing Customer,0,3
796343058,Existing Customer,0,3
783910008,Existing Customer,0,3
718888308,Existing Customer,0,3
785114808,Existing Customer,0,3
709852908,Existing Customer,0,3
823528833,Existing Customer,0,3
719679858,Existing Customer,0,3
827108583,Existing Customer,0,3
787833333,Existing Customer,0,3
719781183,Existing Customer,0,3
710429358,Existing Customer,0,3
798792408,Attrited Customer,1,3
710280558,Existing Customer,0,3
809825358,Existing Customer,0,3
714451833,Existing Customer,0,3
713943783,Existing Customer,0,3
710706558,Existing Customer,0,3
713620308,Existing Customer,0,3
813453408,Existing Customer,0,3
818248383,Existing Customer,0,3
780106908,Existing Customer,0,3
708938508,Existing Customer,0,3
709671708,Existing Customer,0,3
711204483,Attrited Customer,1,3
801728658,Existing Customer,0,3
713945883,Attrited Customer,1,3
779558733,Existing Customer,0,3
788370258,Existing Customer,0,3
714927333,Existing Customer,0,3
710383158,Existing Customer,0,3
798007308,Existing Customer,0,3
711768858,Existing Customer,0,3
714888633,Existing Customer,0,3
712650333,Existing Customer,0,3
719945433,Existing Customer,0,3
720310458,Existing Customer,0,3
718344033,Existing Customer,0,3
715442958,Existing Customer,0,3
780326883,Existing Customer,0,3
711157833,Existing Customer,0,3
719704308,Existing Customer,0,3
708772308,Existing Customer,0,3
817663908,Existing Customer,0,3
780054258,Existing Customer,0,3
709990983,Existing Customer,0,3
818045958,Existing Customer,0,3
716380683,Existing Customer,0,3
787480158,Existing Customer,0,3
778461408,Existing Customer,0,3
713861733,Existing Customer,0,3
789291633,Existing Customer,0,3
789513858,Attrited Customer,1,3
778357458,Existing Customer,0,3
718325883,Existing Customer,0,3
720344658,Existing Customer,0,3
809292483,Existing Customer,0,3
779791008,Existing Customer,0,3
779557533,Existing Customer,0,3
795904233,Existing Customer,0,3
710573808,Existing Customer,0,3
717418158,Existing Customer,0,3
771963708,Attrited Customer,1,3
712433508,Attrited Customer,1,3
779320983,Existing Customer,0,3
718093233,Existing Customer,0,3
719459358,Existing Customer,0,3
717728808,Existing Customer,0,3
788701608,Existing Customer,0,3
778506633,Attrited Customer,1,3
719989008,Existing Customer,0,3
791839233,Existing Customer,0,3
716918508,Existing Customer,0,3
717321783,Existing Customer,0,3
799000008,Existing Customer,0,3
721517208,Existing Customer,0,1
719068683,Existing Customer,0,3
709120008,Existing Customer,0,3
709117533,Existing Customer,0,3
816594183,Existing Customer,0,3
789485433,Existing Customer,0,3
712881483,Existing Customer,0,3
712689333,Existing Customer,0,3
771492408,Existing Customer,0,3
711668283,Existing Customer,0,3
772684833,Existing Customer,0,3
712960308,Existing Customer,0,3
713530833,Attrited Customer,1,3
756065433,Existing Customer,0,3
710997183,Existing Customer,0,3
711146358,Existing Customer,0,3
716144058,Existing Customer,0,3
778699908,Attrited Customer,1,3
713571258,Existing Customer,0,3
711676908,Existing Customer,0,3
719315508,Existing Customer,0,3
778623858,Existing Customer,0,3
714665733,Existing Customer,0,3
816089433,Existing Customer,0,3
716991933,Attrited Customer,1,3
714534108,Existing Customer,0,3
787456608,Existing Customer,0,3
717090183,Existing Customer,0,3
772782708,Existing Customer,0,3
710722908,Existing Customer,0,3
795155433,Existing Customer,0,3
715271733,Existing Customer,0,3
771706308,Existing Customer,0,3
713989233,Existing Customer,0,3
780198258,Existing Customer,0,3
802002858,Attrited Customer,1,3
716290233,Existing Customer,0,3
828298908,Existing Customer,0,3
788946783,Existing Customer,0,3
720697908,Existing Customer,0,3
780598383,Existing Customer,0,3
715345833,Existing Customer,0,3
710831133,Existing Customer,0,3
766706358,Existing Customer,0,3
816533733,Existing Customer,0,3
712373208,Attrited Customer,1,3
721433283,Existing Customer,0,3
720680058,Existing Customer,0,3
716909283,Existing Customer,0,3
754654383,Existing Customer,0,3
719226333,Existing Customer,0,3
779759058,Existing Customer,0,3
718206783,Existing Customer,0,3
715783758,Existing Customer,0,3
771190083,Existing Customer,0,3
713135883,Existing Customer,0,3
778799583,Existing Customer,0,3
808796208,Existing Customer,0,3
708313608,Existing Customer,0,3
779330208,Existing Customer,0,3
794498733,Existing Customer,0,3
807964908,Existing Customer,0,3
823845783,Existing Customer,0,3
711748983,Existing Customer,0,3
718064283,Existing Customer,0,3
710492733,Existing Customer,0,3
779016408,Existing Customer,0,3
717787533,Existing Customer,0,3
714851058,Existing Customer,0,3
823535133,Existing Customer,0,3
708455883,Attrited Customer,1,3
780095808,Existing Customer,0,3
709207458,Existing Customer,0,3
763895958,Attrited Customer,1,3
715942683,Existing Customer,0,3
721301733,Existing Customer,0,3
711927108,Attrited Customer,1,3
718083483,Existing Customer,0,3
717548358,Existing Customer,0,3
816829608,Existing Customer,0,3
713936583,Existing Customer,0,3
709682658,Existing Customer,0,3
793889508,Existing Customer,0,3
714648933,Existing Customer,0,3
711556533,Existing Customer,0,3
717420333,Existing Customer,0,3
768921933,Existing Customer,0,3
714311583,Existing Customer,0,3
717707133,Existing Customer,0,3
716043258,Existing Customer,0,3
716343408,Existing Customer,0,3
718909158,Existing Customer,0,3
719471433,Existing Customer,0,3
712763808,Existing Customer,0,3
711147483,Attrited Customer,1,3
719788833,Existing Customer,0,3
715168983,Existing Customer,0,3
714306258,Existing Customer,0,3
713828208,Existing Customer,0,3
710574558,Existing Customer,0,3
710947683,Existing Customer,0,3
711113958,Existing Customer,0,3
718923858,Existing Customer,0,3
752666508,Existing Customer,0,3
712672083,Existing Customer,0,3
719863758,Existing Customer,0,3
720990183,Attrited Customer,1,3
720718908,Existing Customer,0,3
721250358,Existing Customer,0,3
779773533,Existing Customer,0,3
708249708,Existing Customer,0,3
713967783,Existing Customer,0,3
779506158,Existing Customer,0,3
759823158,Existing Customer,0,3
716608608,Attrited Customer,1,3
789528183,Existing Customer,0,3
708895158,Existing Customer,0,3
824805858,Existing Customer,0,3
720840108,Existing Customer,0,3
787595658,Existing Customer,0,3
720244983,Existing Customer,0,3
713220258,Existing Customer,0,3
813469458,Existing Customer,0,3
788939358,Existing Customer,0,3
718870158,Existing Customer,0,3
788673708,Attrited Customer,1,3
711809283,Existing Customer,0,3
816513108,Existing Customer,0,3
718594608,Existing Customer,0,3
823606983,Existing Customer,0,3
717028158,Existing Customer,0,3
788485908,Existing Customer,0,3
714472608,Existing Customer,0,3
710793783,Existing Customer,0,3
794340033,Existing Customer,0,3
716462658,Existing Customer,0,3
718050033,Existing Customer,0,3
714023808,Existing Customer,0,3
716341833,Existing Customer,0,3
719648358,Existing Customer,0,3
816600933,Attrited Customer,1,3
714208533,Attrited Customer,1,3
713095533,Existing Customer,0,3
809967783,Existing Customer,0,1
715848408,Existing Customer,0,1
714414483,Existing Customer,0,3
708655983,Existing Customer,0,3
720426708,Attrited Customer,1,3
713743158,Existing Customer,0,3
721279083,Existing Customer,0,3
779149683,Existing Customer,0,3
714970458,Existing Customer,0,3
719070108,Existing Customer,0,3
715490733,Existing Customer,0,3
714989583,Existing Customer,0,3
820355433,Existing Customer,0,3
715901508,Existing Customer,0,3
710370483,Existing Customer,0,3
778573233,Existing Customer,0,3
708833133,Existing Customer,0,3
719885883,Existing Customer,0,3
712523283,Existing Customer,0,3
711309033,Existing Customer,0,3
708134283,Existing Customer,0,3
720147633,Existing Customer,0,3
708983658,Attrited Customer,1,3
766285608,Existing Customer,0,3
779715108,Existing Customer,0,3
798035358,Existing Customer,0,3
719391783,Existing Customer,0,3
809342208,Existing Customer,0,3
780713058,Existing Customer,0,3
779338683,Existing Customer,0,3
783387783,Existing Customer,0,1
787800108,Existing Customer,0,3
721397808,Existing Customer,0,3
778698408,Existing Customer,0,3
709545333,Existing Customer,0,3
716032233,Existing Customer,0,3
717835908,Existing Customer,0,3
719466558,Existing Customer,0,3
778663458,Attrited Customer,1,3
